llm_summary,LABEL
 A quality failure (QF) occurred due to a run-out-of-paper (ROP) failure.,address correction
 **Function Impacted**: Fiber Internet Ordering **Issue Category**: QF: SOM **Work Order**: A00398247 **Case Number**: 01616227 **Summary**: Unable to ROP,address correction
 **Summary:** SQE failure in orchestration plan.,address correction
 **Function Impacted**: Fiber Internet Ordering **Issue Category**: QF: SOM **Work Order**: 02962665 **Case Number**: 01679540 **Summary**: Unable to Raise Order Provisioning (ROP),address correction
 **Summary:** SQE failure in orchestration plan.,address correction
 ROP failed due to missing address ID in SF.,address correction
 SQE Orchestration failed to add the address ID while completing the SQE task.,address correction
" O2 address addition failed due to a ROP failure, resulting in no address ID in SF.",address correction
" O2 address addition failed due to ROP failure, resulting in no address ID in SF.",address correction
 **Function Impacted**: Fiber Internet Ordering **Issue Category**: QF: SOM **Work Order**: 02987181 **Case Number**: 01677853 **Summary**: SQE address validator ROP failure.,address correction
 DTN address ID missing in SQE causing ORCH plan failure.,address correction
 ROP failure during SQE.,address correction
 SQE unable to ROP.,address correction
 SQE unable to ROP.,address correction
" Fiber Internet Ordering impacted due to ROP failure after address entry in O2. Work Order: 02732601, Case Number: 01617950.",address correction
" A customer named Jackie Lee reported an issue with an address built into O2 under ESP=20230914132153124259. The address is 7700 E Peakview Ave UNIT 335 Centennial CO US 80112. The issue is that the unit number is missing in O2, which prevents the system from pulling the Address ID and assigning a DTN. The customer also reported an error code 100-5 with the error message ""No address found"" and mentioned that the latitude and longitude are missing in Optius and the submitted incident.",address correction
 SQE Missing DTN,address correction
 **Function Impacted**: Fiber Internet Ordering **Issue Category**: QF: SOM **Work Order**: 02741730 **Case Number**: 01619606 **Summary**: Unable to ROP,address correction
" Fiber Internet Ordering impacted due to QF: SOM issue. Work Order: 02742125, Case Number: 01619604. Unable to ROP.",address correction
 Fiber Internet Ordering is impacted. The orchestration is messed up when using the WhatNOT form. An INC ticket should be created to fix the issue.,address correction
 SQE Orchestration Item Check With SQE For Address ID failed,address correction
 The issue is related to SQE (Software Quality Engineering) and there is no DTN (Document Tracking Number) associated with it.,address correction
" Fiber Internet Ordering impacted due to QF: SOM issue. Work Order: 02825293, Case Number: 01644603. Unable to ROP.",address correction
 **Function Impacted**: Fiber Internet Ordering **Issue Category**: QF: SOM **Work Order**: 02886674 **Case Number**: 01669226 **Summary**: Unable to Raise Order Provisioning (ROP),address correction
 An issue has been identified related to ROP (Report of Processing) failure in the QF (Queue Family) SQE (Submission Queue Entry).,address correction
 SQE Check with SQE for the address Id fatally failed.,address correction
 **Summary for Text Classification Model:**  - Function impacted: Fiber Internet Ordering - Issue category: QF: SOM - Case number: 01618127 - Root cause: ROP FAIL,address correction
" An issue has been identified related to the quality factor (QF) of the SQE (Software Quality Engineering) ROP (Reliability, Operability, and Performance) process.",address correction
 Unable to ROP for work order 02707606 due to Fiber Internet Ordering issue.,address correction
 SQE failed in orchestration plan and requires DTN.,address correction
" An issue related to quality failure (QF) was reported, specifically concerning the failure of the Run-On Prevention (ROP) process.",address correction
 SQE failing in orchestration plan and requires downtime.,address correction
 SQE Check with SQE for the address Id fatally failed.,address correction
 SQE failing in orchestration plan and requires downtime.,address correction
 An issue related to the failure of SQE ROP.,address correction
 Retry ordering provisioning (ROP) not flowing to Optius. Existing order had to be cancelled and recreated in Optius.,address correction
 **Function Impacted**: Fiber Internet Ordering **Issue Category**: QF: SOM **Work Order**: 02850775 **Case Number**: 01651804  **Summary**: Unable to ROP (Release Order Provisioning).,address correction
 SQE Missing DTN SQE address ID failed,address correction
 SQE ECD and SQE are skipped in Orchestration plan and a DTN is required.,address correction
" An issue has been identified related to the quality factor (QF) of the SQE (Software Quality Engineering) ROP (Reliability, Operability, and Performance) process.",address correction
 SQE Check with SQE for the address Id fatally failed.,address correction
 SQE unable to ROP.,address correction
 SQE unable to ROP.,address correction
 SQE unable to ROP.,address correction
 **Summary:**  Fiber internet ordering is impacted due to an issue with QF: SOM. Work order 02714276 and case number 01617988 have been created. The root cause is the inability to ROP.,address correction
 SmartNID Repair work orders are not being created when the response from ROS is False and dispatch is True.,address correction
 ROP failure in SQE.,address correction
 The issue is about missing DTN and facilities in SQE.,address correction
 SQE step failed in orchestration.,address correction
 SQE unable to ROP.,address correction
" Fiber Internet Ordering is impacted due to an issue in the ROP process. When an address is added in O2, the ROP fails, resulting in the absence of an address ID in SF.",address correction
" Fiber Internet Ordering impacted due to QF: SOM issue. Work Order: 02983504, Case Number: 01676911. Unable to ROP.",address correction
" An issue related to quality failure (QF) has been identified, specifically concerning the reliability of the ROP (run-on-pad) process.",address correction
 SQE failing in Orchestration Plan.,address correction
 **Function Impacted**: Fiber Internet Ordering **Issue Category**: QF: SOM **Work Order**: 03018079 **Case Number**: 01684820 **Summary**: Unable to ROP,address correction
 **Function Impacted**: Fiber Internet Ordering **Issue Category**: QF: SOM **Work Order**: 02754951 **Case Number**: 01624808  **Summary**: Unable to ROP (Release Order Provisioning).,address correction
 **Summary:** SQE failure in orchestration plan.,address correction
 SQE Check with SQE for the address Id fatally failed.,address correction
 SQE failing in Orchestration Plan.,address correction
 QF: SQE ROP Failed. Check with SQE for the address Id.,address correction
 **Function Impacted**: Fiber Internet Ordering **Issue Category**: QF: SOM **Work Order**: 02848408 **Case Number**: 01651385  **Summary**: ROP (Reservation Order Process) failed after an address was added in O2. The failure occurred because there was no Address ID in SF (Salesforce) due to the failed ROP.,address correction
